"","SpeciesAuthor","SpeciesAccepted","Authority","TaxonomicStatus","TPLVersion","InfraspecificAccepted","SpeciesEpithetAccepted","GenusAccepted","Genus","Family","Order","Class","DicotMonoc","AngioGymno","Phylum","Kingdom","GrowthType","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","CriteriaSize","CriteriaOntogeny","CriteriaAge","Population","LatDeg","LatMin","LatSec","LatNS","LonDeg","LonMin","LonSec","LonWE","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","Observation","MatrixDimension","SurvivalIssue"
"16","Fucus_distichus","Fucus vesiculosus","L.","Unresolved",1.1,NA,"distichus","Fucus","Fucus","Fucaceae","Fucales","Phaeophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Ang; de Wreede","Mar Ecol Prog Ser",1993,"10.3354/meps093253",NA,5,1985,1989,"12",1,"Yes","Fucaceae","No","False Creek",49,17,0,"N",123,7,0,"W",10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,8,1987,NA,8,"Divided",NA,9,0.1527
"17","Fucus_distichus","Fucus vesiculosus","L.","Unresolved",1.1,NA,"distichus","Fucus","Fucus","Fucaceae","Fucales","Phaeophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Ang; de Wreede","Mar Ecol Prog Ser",1993,"10.3354/meps093253",NA,5,1985,1989,"12",1,"Yes","Fucaceae","No","False Creek",49,17,0,"N",123,7,0,"W",10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,9,1987,NA,9,"Divided",NA,9,0.1426
"18","Fucus_distichus","Fucus vesiculosus","L.","Unresolved",1.1,NA,"distichus","Fucus","Fucus","Fucaceae","Fucales","Phaeophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Ang; de Wreede","Mar Ecol Prog Ser",1993,"10.3354/meps093253",NA,5,1985,1989,"12",1,"Yes","Fucaceae","No","False Creek",49,17,0,"N",123,7,0,"W",10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,10,1987,NA,10,"Divided",NA,9,0.1829
"19","Fucus_distichus","Fucus vesiculosus","L.","Unresolved",1.1,NA,"distichus","Fucus","Fucus","Fucaceae","Fucales","Phaeophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Ang; de Wreede","Mar Ecol Prog Ser",1993,"10.3354/meps093253",NA,5,1985,1989,"12",1,"Yes","Fucaceae","No","False Creek",49,17,0,"N",123,7,0,"W",10,"CAN","N America","TCF","A","Mean","Unmanipulated","W",1986,NA,12,1987,NA,12,"Divided",NA,9,0.2465
"20","Gelidium_sesquipedale","Gelidium sesquipedale",NA,"NoMatch",1.1,NA,"sesquipedale","Gelidium","Gelidium","Gelidiaceae","Gelidiales","Florideophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Santos; Nyman","J Appl Phyco",1998,"None","Santos & Nyman J Appl Phyco 1998 Matrices.doc; Santos Mar Ecol Prog Ser 1994, Vieira Plos ONE 2014",3,1989,1991,"9",1,"Based on size","Gelidiaceae","No","Cape Espichel",38,24,0,"N",9,22,0,"W",0,"PRT","Europe","TSS","A","Mean","Unmanipulated","W",1989,NA,NA,1991,NA,NA,"Indivisible","Average of available backmultiplied matrices",12,NA
"21","Gelidium_sesquipedale","Gelidium sesquipedale",NA,"NoMatch",1.1,NA,"sesquipedale","Gelidium","Gelidium","Gelidiaceae","Gelidiales","Florideophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Santos; Nyman","J Appl Phyco",1998,"None","Santos & Nyman J Appl Phyco 1998 Matrices.doc; Santos Mar Ecol Prog Ser 1994, Vieira Plos ONE 2014",3,1989,1991,"9",1,"Based on size","Gelidiaceae","No","Cape Espichel",38,24,0,"N",9,22,0,"W",0,"PRT","Europe","TSS","A","Individual","Unmanipulated","W",1989,NA,NA,1990,NA,NA,"Indivisible","Only backmultiplied matrices available (there are seasonal ones)",12,NA
"22","Gelidium_sesquipedale","Gelidium sesquipedale",NA,"NoMatch",1.1,NA,"sesquipedale","Gelidium","Gelidium","Gelidiaceae","Gelidiales","Florideophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Santos; Nyman","J Appl Phyco",1998,"None","Santos & Nyman J Appl Phyco 1998 Matrices.doc; Santos Mar Ecol Prog Ser 1994, Vieira Plos ONE 2014",3,1989,1991,"9",1,"Based on size","Gelidiaceae","No","Cape Espichel",38,24,0,"N",9,22,0,"W",0,"PRT","Europe","TSS","A","Individual","Unmanipulated","W",1990,NA,NA,1991,NA,NA,"Indivisible","Only backmultiplied matrices available (there are seasonal ones)",12,NA
"23","Iridaea_splendens","Iridaea splendens",NA,"NoMatch",1.1,NA,"splendens","Iridaea","Iridaea","Gigartinaceae","Gigartinales","Rhodophyceae",NA,NA,"Rhodophyta","Plantae","Algae","Ang; de Wreede; Shaughnessy; Dyck","Hydrobiol",1990,"10.1007/978-94-009-2049-1_27","de Wreede J Appl Phycol  1990",3,1985,1987,"2",1,"Yes","Gigartinaceae","No","Stanley Park",49,17,0,"N",123,8,0,"W",0,"CAN","N America","TEU","A","Mean","Unmanipulated","W",1985,"2",NA,1987,"4",NA,"Divided",NA,8,0
"24","Iridaea_splendens","Iridaea splendens",NA,"NoMatch",1.1,NA,"splendens","Iridaea","Iridaea","Gigartinaceae","Gigartinales","Rhodophyceae",NA,NA,"Rhodophyta","Plantae","Algae","Ang; de Wreede; Shaughnessy; Dyck","Hydrobiol",1990,"10.1007/978-94-009-2049-1_27","de Wreede J Appl Phycol  1990",3,1985,1987,"2",1,"Yes","Gigartinaceae","No","Stanley Park",49,17,0,"N",123,8,0,"W",0,"CAN","N America","TEU","A","Mean","Unmanipulated","W",1985,"4",NA,1987,"2",NA,"Divided",NA,8,0
"25","Laminaria_digitata","Laminaria digitata",NA,"NoMatch",1.1,NA,"digitata","Laminaria","Laminaria","Laminariaceae","Laminariales","Phaeophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Chapman","Hydrobiol",1993,"10.1007/978-94-011-1998-6_31","Ang  Mar Ecol Prog Ser 1990",10,1982,1991,"1",1,"No","Laminariaceae","No","Nova Scotia",44,41,0,"N",63,45,0,"W",98,"CAN","N America","TBM","A","Mean","Unmanipulated","W",1982,NA,NA,1991,NA,NA,"Divided",NA,5,0.888
"26","Macrocystis_pyrifera","Macrocystis pyrifera",NA,"NoMatch",1.1,NA,"pyrifera","Macrocystis","Macrocystis","Laminariaceae","Laminariales","Phaeophyceae",NA,NA,"Heterokontophyta","Chromalveolata","Algae","Nyman; Brown; Neushul; Keogh","J Appl Phyco",1990,"10.1007/BF02179782",NA,1,1988,1988,"1",1,"Yes","Laminariaceae","No","South Island",45,50,0,"S",170,39,0,"E",62,"NZL","Oceania","TGS","A","Mean","Unmanipulated","W",1988,NA,NA,1989,NA,NA,"Divided","Reproduction not modelled",8,1
"27","Abutilon_theophrasti","Abutilon theophrasti","Medik.","Accepted",1.1,NA,"theophrasti","Abutilon","Abutilon","Malvaceae","Malvales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Westerman; Liebman; Menalled; Hegg","Weed Sci",2005,"10.3719/weed.50.60",NA,5,2001,2005,"1",2,"No","Malvaceae","No","Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TGS","A","Mean","2 year (corn)","W",2001,NA,NA,2005,NA,NA,"Divided",NA,5,15
"28","Abutilon_theophrasti","Abutilon theophrasti","Medik.","Accepted",1.1,NA,"theophrasti","Abutilon","Abutilon","Malvaceae","Malvales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Westerman; Liebman; Menalled; Hegg","Weed Sci",2005,"10.3719/weed.50.60",NA,5,2001,2005,"1",2,"No","Malvaceae","No","Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TGS","A","Mean","2 year (soybean)","W",2001,NA,NA,2005,NA,NA,"Divided",NA,5,15
"29","Abutilon_theophrasti","Abutilon theophrasti","Medik.","Accepted",1.1,NA,"theophrasti","Abutilon","Abutilon","Malvaceae","Malvales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Westerman; Liebman; Menalled; Hegg","Weed Sci",2005,"10.3719/weed.50.60",NA,5,2001,2005,"1",2,"No","Malvaceae","No","Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TGS","A","Mean","4 year (corn)","W",2001,NA,NA,2005,NA,NA,"Divided",NA,5,15
"30","Abutilon_theophrasti","Abutilon theophrasti","Medik.","Accepted",1.1,NA,"theophrasti","Abutilon","Abutilon","Malvaceae","Malvales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Westerman; Liebman; Menalled; Hegg","Weed Sci",2005,"10.3719/weed.50.60",NA,5,2001,2005,"1",2,"No","Malvaceae","No","Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TGS","A","Mean","4 year (soybean)","W",2001,NA,NA,2005,NA,NA,"Divided",NA,5,15
"31","Abutilon_theophrasti","Abutilon theophrasti","Medik.","Accepted",1.1,NA,"theophrasti","Abutilon","Abutilon","Malvaceae","Malvales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Westerman; Liebman; Menalled; Hegg","Weed Sci",2005,"10.3719/weed.50.60",NA,5,2001,2005,"1",2,"No","Malvaceae","No","Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TGS","A","Mean","4 year (Trit+Alfalf)","W",2001,NA,NA,2005,NA,NA,"Divided",NA,5,15
"32","Abutilon_theophrasti","Abutilon theophrasti","Medik.","Accepted",1.1,NA,"theophrasti","Abutilon","Abutilon","Malvaceae","Malvales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Westerman; Liebman; Menalled; Hegg","Weed Sci",2005,"10.3719/weed.50.60",NA,5,2001,2005,"1",2,"No","Malvaceae","No","Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America","TGS","A","Mean","4 year (Alfalf)","W",2001,NA,NA,2005,NA,NA,"Divided",NA,5,15
"33","Aeschynomene_virginica","Aeschynomene virginica","(L.) Britton & al.","Accepted",1.1,NA,"virginica","Aeschynomene","Aeschynomene","Leguminosae","Fabales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Griffith; Forseth","Ecol Appl",2005,"10.1890/02-5219",NA,3,1998,2000,"1",3,"Yes","Leguminosae","Yes","1; 2; 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America",NA,"A","Mean","Unmanipulated","W",1998,NA,NA,2000,NA,NA,"Divided","Yellow and green Patterns: Progression in seedbank",5,0.032928
"34","Aeschynomene_virginica","Aeschynomene virginica","(L.) Britton & al.","Accepted",1.1,NA,"virginica","Aeschynomene","Aeschynomene","Leguminosae","Fabales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Griffith; Forseth","Ecol Appl",2005,"10.1890/02-5219",NA,3,1998,2000,"1",3,"Yes","Leguminosae","Yes","1; 2; 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America",NA,"A","Mean","Unmanipulated","W",1998,NA,NA,1999,NA,NA,"Divided","Yellow and green Patterns: Progression in seedbank",5,0.0387666
"35","Aeschynomene_virginica","Aeschynomene virginica","(L.) Britton & al.","Accepted",1.1,NA,"virginica","Aeschynomene","Aeschynomene","Leguminosae","Fabales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Griffith; Forseth","Ecol Appl",2005,"10.1890/02-5219",NA,3,1998,2000,"1",3,"Yes","Leguminosae","Yes","1; 2; 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","N America",NA,"A","Mean","Unmanipulated","W",1999,NA,NA,2000,NA,NA,"Divided","Yellow and green Patterns: Progression in seedbank",5,0.0270894
"36","Andropogon_brevifolius","Schizachyrium brevifolium","(Sw.) Buse","Synonym",1.1,NA,"brevifolius","Andropogon","Schizachyrium","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Annual","Canales; Trevisan; Silva; Caswell","Acta Oeco",1994,"None",NA,2,1989,1990,"2",2,"Yes","Poaceae","Yes","Fire exlusion",9,25,0,"N",68,15,0,"W",107,"VEN","S America","TGV","A","Mean","Burned","W",1989,NA,7,1989,NA,12,"Divided","Protected from fire",6,0.98
"37","Andropogon_brevifolius","Schizachyrium brevifolium","(Sw.) Buse","Synonym",1.1,NA,"brevifolius","Andropogon","Schizachyrium","Poaceae","Poales","Liliopsida","Monocot","Angiosperm","Magnoliophyta","Plantae","Annual","Canales; Trevisan; Silva; Caswell","Acta Oeco",1994,"None",NA,2,1989,1990,"2",2,"Yes","Poaceae","Yes","Control",9,25,0,"N",68,15,0,"W",107,"VEN","S America","TGV","A","Mean","Unmanipulated","W",1989,NA,7,1989,NA,12,"Divided","Fire",6,0.93
"38","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 1: ≥ 40% bar soil; Type 2: 25.1-39.9% bar soil; Type 3: 10.1-25% bar soil; Type 4: 5.1-10% bar soil; Type 5: 0-5% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2000,NA,NA,2002,NA,NA,"Divided",NA,2,0.541885019
"39","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 1: ≥ 40% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2000,NA,NA,2002,NA,NA,"Divided",NA,2,0.48245603
"40","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 1: ≥ 40% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided",NA,2,0.6720159
"41","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 1: ≥ 40% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided",NA,2,0.29289616
"42","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 2: 25.1-39.9% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2000,NA,NA,2002,NA,NA,"Divided",NA,2,0.532528288
"43","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 2: 25.1-39.9% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided",NA,2,0.709460775
"44","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 2: 25.1-39.9% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided",NA,2,0.3555958
"45","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 3: 10.1-25% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2000,NA,NA,2002,NA,NA,"Divided",NA,2,0.551636383
"46","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 3: 10.1-25% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2000,NA,NA,2001,NA,NA,"Divided",NA,2,0.724438725
"47","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 3: 10.1-25% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2001,NA,NA,2002,NA,NA,"Divided",NA,2,0.37883404
"48","Androsace_elongata","Androsace elongata","L.","Accepted",1.1,NA,"elongata","Androsace","Androsace","Primulaceae","Ericales","Magnoliopsida","Eudicot","Angiosperm","Magnoliophyta","Plantae","Annual","Dostal","J Veg Sci",2007,"10.1111/j.1654-1103.2007.tb02519.x",NA,3,2000,2002,"1",1,"Yes","Primulaceae","No","Type 4: 5.1-10% bar soil",50,31,0,"N",13,59,0,"E",446,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2000,NA,NA,2002,NA,NA,"Divided",NA,2,0.568107895
